water req,month,Min Temp,Max Temp,Humidity,Wind,Sun,Rad,Rain,altitude,latitude,longitude,crop,soil,city,temp_ratio,humidity_rad_ratio,season
185.7099998,APRIL,26.02,39.33,34.08,138.1,9.28,23.6502,10.07,281.08,15.9,78.06,POTATO,RED LOAMY,KURNOOL,1.5115295926210608,1.4410026130857243,SPRING
85.77,SEPTEMBER,23.06,34.05,67.05,192.03,8.0,19.7798,80.09,431.07,26.96,75.78,RICE,BLACK CLAY,JAIPUR,1.476582827406765,3.3898219395544946,AUTUMN
141.58,JUNE,27.08,38.04,61.05,312.01,6.89,19.67,56.06,7.07,13.12,78.74286746987951,WHEAT,RED SANDY,CHENNAI,1.4047267355982276,3.103711235383833,SUMMER
97.88,MAY,26.07,36.08,73.08,192.04,8.48,22.6103,126.1,9.08,22.72,88.36,POTATO,RED LOAMY,KOLKATA,1.3839662447257384,3.232155256675055,SPRING
0.02,AUGUST,25.08,30.05,83.02,288.02,3.07,14.1399,520.02,14.02,19.17,72.82,RICE,BLACK CLAY,MUMBAI,1.1981658692185009,5.8713286515463325,SUMMER
93.01,MARCH,22.57,37.56,30.06,121.1,9.78,23.54,1.84,281.02,15.88,78.06,POTATO,RED LOAMY,KURNOOL,1.6641559592379265,1.2769753610875105,SPRING
17.97,AUGUST,24.03,33.1,81.08,240.03,5.07,16.99,227.03,431.09,27.0,75.78,RICE,BLACK CLAY,JAIPUR,1.377444860590928,4.772218952324898,SUMMER
236.65,MAY,27.04,39.09,63.09,312.05,9.04,23.2,32.02,7.09,13.16,78.74286746987951,WHEAT,RED SANDY,CHENNAI,1.4456360946745563,2.719396551724138,SPRING
116.1,APRIL,25.01,36.08,70.09,192.08,9.29,23.39,51.03,9.02,22.75,88.36,POTATO,RED LOAMY,KOLKATA,1.442622950819672,2.996579734929457,SPRING
89.13,MARCH,24.02,34.07,70.1,216.08,9.55,23.51,2.02,7.05,13.13,80.27,POTATO,RED LOAMY,CHENNAI,1.4184013322231475,2.9817099106763076,SPRING
83.990001,MARCH,16.0,32.08,35.06,192.02,8.08,19.21,5.04,431.05,26.99,75.78,POTATO,RED LOAMY,JAIPUR,2.005,1.8250910983862572,SPRING
281.04,MAY,26.07,36.02,73.03,192.08,8.46,22.62,126.05,9.0,22.77,88.36,RICE,BLACK CLAY,KOLKATA,1.3816647487533564,3.2285587975243146,SPRING
97.81,MAY,26.08,36.07,73.08,192.01,8.4501,22.69,126.04,9.01,22.73,88.36,POTATO,RED LOAMY,KOLKATA,1.3830521472392638,3.2208021154693696,SPRING
73.76,MARCH,21.07,32.0,62.08,168.09,9.04,22.06,10.02,14.06,19.0802,72.82,POTATO,RED LOAMY,MUMBAI,1.5187470336971998,2.814143245693563,SPRING
135.49,JULY,23.82,32.56,64.0,363.01,4.42,16.22,96.04,281.09,15.81,78.06,RICE,BLACK CLAY,KURNOOL,1.3669185558354324,3.9457459926017266,SUMMER
58.13,SEPTEMBER,23.3302,31.91,65.05,207.1,5.53,17.39,116.04,281.01,15.83,78.06,RICE,BLACK CLAY,KURNOOL,1.367755098541804,3.740655549166187,AUTUMN
220.84,MAY,26.09,39.09,42.07,192.03,8.05,21.99,30.08,216.07,28.79,78.74286746987951,WHEAT,RED SANDY,DELHI,1.4982752012265237,1.913142337426103,SPRING
0.04,JULY,25.05,30.04,83.09,336.05,2.06,12.88,640.07,14.03,19.16,78.74286746987951,WHEAT,RED SANDY,MUMBAI,1.1992015968063872,6.451086956521739,SUMMER
96.61,MAY,26.04,36.03,73.08,192.05,8.48,22.66,126.05,9.0,22.7798,78.74286746987951,WHEAT,RED SANDY,KOLKATA,1.383640552995392,3.2250661959399824,SPRING
425.53,MAY,27.21,40.09,37.05,225.03,8.3601,22.2,44.42,281.08,15.82,78.06,RICE,BLACK CLAY,KURNOOL,1.4733553840499818,1.6689189189189189,SPRING
178.86,JUNE,25.09,35.6905,54.09,354.04,5.8199,18.3,71.63,281.09,15.8501,78.06,RICE,BLACK CLAY,KURNOOL,1.4224990035870866,2.955737704918033,SUMMER
0.02,AUGUST,25.09,30.09,83.04,288.07,3.04,14.15,520.02,14.09,19.16,72.82,RICE,BLACK CLAY,MUMBAI,1.1992825827022717,5.868551236749117,SUMMER
236.68,MAY,27.09,39.03,63.09,312.08,9.07,23.25,32.05,7.04,13.14,78.74286746987951,WHEAT,RED SANDY,CHENNAI,1.4407530454042083,2.7135483870967745,SPRING
140.7,JUNE,25.01,35.6,54.01,354.07,5.89995,18.3302,71.699,281.04,15.8,78.74286746987951,WHEAT,RED SANDY,KURNOOL,1.4234306277489004,2.946503584248944,SUMMER
16.77,MARCH,22.06,34.08,63.09,120.06,8.44,20.58,28.03,9.06,22.79,78.74286746987951,WHEAT,RED SANDY,KOLKATA,1.544877606527652,3.0655976676384844,SPRING
0.02,SEPTEMBER,25.01,31.01,81.03,168.09,5.04,16.36,320.02,14.03,19.16,72.82,RICE,BLACK CLAY,MUMBAI,1.239904038384646,4.952933985330073,AUTUMN
10.67,JUNE,26.07,32.09,77.08,288.02,5.07,17.32,560.05,14.07,19.12,78.74286746987951,WHEAT,RED SANDY,MUMBAI,1.2309167625623323,4.450346420323325,SUMMER
140.75,JUNE,25.05,35.61,54.09,354.0,5.87,18.32,71.679,281.04,15.81,78.74286746987951,WHEAT,RED SANDY,KURNOOL,1.421556886227545,2.9525109170305677,SUMMER
135.450002,JULY,23.88,32.54,64.03,363.05,4.42,16.27,96.07,281.0,15.88,78.06,RICE,BLACK CLAY,KURNOOL,1.362646566164154,3.935464044253227,SUMMER
146.17,APRIL,24.0,33.05,28.09,192.06,10.08,24.7598,10.01,14.02,19.11,78.74286746987951,WHEAT,RED SANDY,MUMBAI,1.3770833333333332,1.1345002786775338,SPRING
14.97,JULY,26.07,36.02,64.01,288.03,6.01,18.4198,111.07,7.05,13.12,80.27,POTATO,RED LOAMY,CHENNAI,1.3816647487533564,3.475064875840129,SUMMER
46.8095,MARCH,16.08,32.01,35.06,192.1,8.09,19.25,5.1,431.1,26.96,78.74286746987951,WHEAT,RED SANDY,JAIPUR,1.9906716417910448,1.8212987012987014,SPRING
16.47,JULY,23.84,32.52,64.06,363.05,4.4,16.2798,96.06,281.03,15.83,78.06,POTATO,RED LOAMY,KURNOOL,1.3640939597315438,3.9349377756483492,SUMMER
246.44,MAY,27.21,40.04,37.07,225.07,8.38,22.24,44.48,281.08,15.8601,78.06,POTATO,RED LOAMY,KURNOOL,1.4715178243292906,1.6668165467625902,SPRING
117.990001,JUNE,28.0,39.04,54.04,216.05,7.08,20.6103,80.08,216.08,28.71,78.74286746987951,WHEAT,RED SANDY,DELHI,1.3942857142857144,2.621989975885844,SUMMER
155.75,JUNE,28.09,39.07,54.01,216.05,7.1,20.69,80.07,216.03,28.72,77.01,RICE,BLACK CLAY,DELHI,1.3908864364542541,2.6104398260029,SUMMER
11.33,JUNE,26.02,32.02,77.02,288.03,5.08,17.34,560.03,14.09,19.13,72.82,POTATO,RED LOAMY,MUMBAI,1.2305918524212145,4.441753171856978,SUMMER
47.7906,JULY,27.06,35.1,73.01,168.1,5.04,17.53,170.02,216.01,28.7,77.01,RICE,BLACK CLAY,DELHI,1.297117516629712,4.1648602395892755,SUMMER
11.3601,JUNE,26.08,32.0,77.08,288.09,5.04,17.38,560.06,14.08,19.15,72.82,POTATO,RED LOAMY,MUMBAI,1.2269938650306749,4.434982738780207,SUMMER
10.61,JUNE,26.08,32.09,77.06,288.03,5.09,17.3302,560.04,14.05,19.12,78.74286746987951,WHEAT,RED SANDY,MUMBAI,1.2304447852760738,4.44657303435621,SUMMER
184.2699998,APRIL,24.09,33.04,28.04,192.06,10.07,24.7,10.07,14.03,19.12,72.82,POTATO,RED LOAMY,MUMBAI,1.3715234537152345,1.1352226720647773,SPRING
10.62,JUNE,26.0,32.05,77.03,288.05,5.1,17.35,560.02,14.07,19.13,78.74286746987951,WHEAT,RED SANDY,MUMBAI,1.2326923076923075,4.439769452449568,SUMMER
73.710001,MARCH,21.09,32.02,62.07,168.07,9.06,22.08,10.01,14.08,19.14,72.82,POTATO,RED LOAMY,MUMBAI,1.5182550972024658,2.811141304347826,SPRING
73.77,MARCH,21.07,32.0,62.03,168.03,9.0,22.01,10.08,14.02,19.0802,72.82,POTATO,RED LOAMY,MUMBAI,1.5187470336971998,2.8182644252612445,SPRING
149.54,APRIL,26.1,39.36,34.08,138.08,9.2398,23.66,10.09,281.01,15.8601,78.74286746987951,WHEAT,RED SANDY,KURNOOL,1.5080459770114942,1.4404057480980557,SPRING
85.8,SEPTEMBER,23.05,34.02,67.05,192.03,8.0,19.75,80.09,431.03,26.94,75.78,RICE,BLACK CLAY,JAIPUR,1.4759219088937094,3.3949367088607594,AUTUMN
149.52,APRIL,26.05,39.3396,34.06,138.1,9.28,23.64,10.06,281.03,15.81,78.74286746987951,WHEAT,RED SANDY,KURNOOL,1.5101573896353166,1.4407783417935702,SPRING
47.7304,JULY,27.05,35.09,73.03,168.05,5.04,17.56,170.05,216.06,28.79,77.01,RICE,BLACK CLAY,DELHI,1.2972273567467654,4.158883826879271,SUMMER
97.89,MAY,26.0,36.04,73.05,192.1,8.46,22.64,126.06,9.06,22.74,88.36,POTATO,RED LOAMY,KOLKATA,1.386153846153846,3.226590106007067,SPRING
0.08,AUGUST,26.07,33.01,84.01,144.07,4.1099,15.7398,339.08,9.02,22.71,88.36,RICE,BLACK CLAY,KOLKATA,1.2662063674721902,5.337424871980584,SUMMER
201.79,MAY,27.07,33.05,69.07,240.07,10.03,25.0,10.05,14.09,19.11,72.82,POTATO,RED LOAMY,MUMBAI,1.2209087550794235,2.7628,SPRING
246.46,MAY,27.22,40.09,37.0,225.06,8.33,22.2,44.47,281.02,15.8701,78.06,POTATO,RED LOAMY,KURNOOL,1.4728141072740635,1.6666666666666667,SPRING
143.140001,APRIL,26.06,36.05,70.05,264.01,9.75,24.59,10.1,7.02,13.15,78.74286746987951,WHEAT,RED SANDY,CHENNAI,1.3833461243284728,2.848718991459943,SPRING
5.14,JUNE,27.04,34.04,80.1,168.01,4.57,16.73,301.04,9.08,22.7598,88.36,RICE,BLACK CLAY,KOLKATA,1.2588757396449703,4.787806335923491,SUMMER
141.56,JUNE,27.09,38.03,61.03,312.07,6.81,19.67,56.06,7.05,13.16,78.74286746987951,WHEAT,RED SANDY,CHENNAI,1.4038390550018458,3.1026944585663445,SUMMER
116.16,APRIL,25.06,36.0,70.04,192.02,9.29,23.35,51.06,9.07,22.71,88.36,POTATO,RED LOAMY,KOLKATA,1.4365522745411015,2.9995717344753747,SPRING
327.58,MAY,26.04,41.08,27.07,288.04,9.03,23.45,18.05,431.0,27.01,78.74286746987951,WHEAT,RED SANDY,JAIPUR,1.577572964669739,1.1543710021321962,SPRING
117.940001,JUNE,28.09,39.04,54.08,216.08,7.08,20.7003,80.09,216.1,28.71,78.74286746987951,WHEAT,RED SANDY,DELHI,1.389818440726237,2.612522523828157,SUMMER
155.7399998,JUNE,28.03,39.0,54.04,216.04,7.08,20.64,80.07,216.03,28.73,77.01,RICE,BLACK CLAY,DELHI,1.391366393150196,2.6182170542635657,SUMMER
0.01,JULY,26.03,33.05,84.09,144.03,4.17,16.2003,375.07,9.09,22.72,88.36,RICE,BLACK CLAY,KOLKATA,1.2696888205916248,5.190644617692266,SUMMER
0.08,JULY,26.1,33.07,84.05,144.06,4.13,16.1502,375.07,9.07,22.7,88.36,RICE,BLACK CLAY,KOLKATA,1.2670498084291186,5.204269916162028,SUMMER
46.8396,MARCH,16.03,32.08,35.05,192.06,8.09,19.21,5.01,431.08,26.98,78.74286746987951,WHEAT,RED SANDY,JAIPUR,2.0012476606363068,1.8245705361790732,SPRING
0.04,JULY,27.08,35.04,73.01,168.01,5.1,17.5,170.08,216.04,28.7798,77.01,POTATO,RED LOAMY,DELHI,1.2939438700147712,4.172000000000001,SUMMER
149.52,APRIL,26.09,39.3795,34.07,138.1,9.28,23.6103,10.02,281.04,15.81,78.74286746987951,WHEAT,RED SANDY,KURNOOL,1.5093714066692219,1.4430142776669506,SPRING
247.59,MAY,27.2798,40.04,37.04,225.07,8.3601,22.23,44.05,281.05,15.8701,78.74286746987951,WHEAT,RED SANDY,KURNOOL,1.4677526961341358,1.666216824111561,SPRING
0.01,SEPTEMBER,25.08,31.02,81.06,168.05,5.02,16.34,320.01,14.02,19.11,72.82,RICE,BLACK CLAY,MUMBAI,1.236842105263158,4.960832313341493,AUTUMN
0.0,JULY,26.03,33.05,84.01,144.03,4.14995,16.18,375.03,9.02,22.73,88.36,POTATO,RED LOAMY,KOLKATA,1.2696888205916248,5.19221260815822,SUMMER
11.38,JUNE,26.1,32.05,77.04,288.02,5.08,17.35,560.04,14.02,19.16,72.82,POTATO,RED LOAMY,MUMBAI,1.2279693486590038,4.440345821325648,SUMMER
0.0,JULY,26.06,36.1,64.08,288.06,6.07,18.4597,111.07,7.09,13.17,78.74286746987951,WHEAT,RED SANDY,CHENNAI,1.3852647735993862,3.47134568817478,SUMMER
221.19,MAY,26.09,39.04,42.02,192.03,8.01,22.0,30.04,216.08,28.7,77.01,POTATO,RED LOAMY,DELHI,1.4963587581448832,1.9100000000000001,SPRING
155.7099998,JUNE,28.02,39.08,54.04,216.1,7.04,20.7003,80.04,216.08,28.7,77.01,RICE,BLACK CLAY,DELHI,1.3947180585296217,2.6105901846833137,SUMMER
0.05,SEPTEMBER,26.01,33.04,84.05,120.0,5.06,16.06,305.09,9.02,22.8,88.36,RICE,BLACK CLAY,KOLKATA,1.2702806612841213,5.233499377334994,AUTUMN
325.66,MAY,26.01,41.02,27.04,288.07,9.02,23.43,18.05,431.01,26.99,75.78,POTATO,RED LOAMY,JAIPUR,1.5770857362552864,1.1540759709773794,SPRING
327.57,MAY,26.04,41.03,27.07,288.05,9.03,23.5,18.06,431.01,26.92,78.74286746987951,WHEAT,RED SANDY,JAIPUR,1.575652841781874,1.1519148936170214,SPRING
84.410001,APRIL,25.01,36.06,70.01,192.04,9.29,23.3302,51.06,9.09,22.8,78.74286746987951,WHEAT,RED SANDY,KOLKATA,1.4418232706917233,3.000831540235403,SPRING
181.320002,APRIL,22.08,37.06,26.03,240.09,9.05,22.66,4.09,431.08,26.95,78.74286746987951,WHEAT,RED SANDY,JAIPUR,1.6784420289855075,1.148720211827008,SPRING
51.18,MARCH,24.01,34.02,70.05,216.02,9.55,23.59,2.01,7.1,13.15,78.74286746987951,WHEAT,RED SANDY,CHENNAI,1.4169096209912537,2.969478592623993,SPRING
141.59,JUNE,27.03,38.07,61.09,312.04,6.89995,19.66,56.03,7.02,13.17,78.74286746987951,WHEAT,RED SANDY,CHENNAI,1.4084350721420644,3.107324516785351,SUMMER
142.05,JUNE,28.05,39.04,54.01,216.03,7.07,20.62,80.03,216.1,28.72,77.01,POTATO,RED LOAMY,DELHI,1.391800356506239,2.6193016488845777,SUMMER
17.9797,AUGUST,24.02,33.09,81.06,240.03,5.08,16.9797,227.06,431.08,26.92,75.78,RICE,BLACK CLAY,JAIPUR,1.3776019983347212,4.773935935263874,SUMMER
220.87,MAY,26.05,39.08,42.05,192.1,8.01,21.97,30.02,216.01,28.7598,78.74286746987951,WHEAT,RED SANDY,DELHI,1.5001919385796545,1.9139736003641328,SPRING
0.06,AUGUST,26.06,33.03,84.08,144.08,4.1599,15.7398,339.1,9.04,22.73,88.36,RICE,BLACK CLAY,KOLKATA,1.267459708365311,5.341872196597161,SUMMER
0.04,JULY,25.04,30.01,83.06,336.08,2.0,12.88,640.03,14.09,19.1,72.82,POTATO,RED LOAMY,MUMBAI,1.1984824281150162,6.448757763975155,SUMMER
11.32,JUNE,26.09,32.06,77.0,288.08,5.04,17.37,560.05,14.05,19.15,72.82,POTATO,RED LOAMY,MUMBAI,1.2288233039478729,4.432930339666091,SUMMER
0.01,JULY,23.87,32.57,64.01,363.05,4.49,16.2598,96.01,281.05,15.88,78.74286746987951,WHEAT,RED SANDY,KURNOOL,1.3644742354419774,3.9367027884721835,SUMMER
73.75,MARCH,21.08,32.09,62.07,168.1,9.08,22.1,10.02,14.02,19.15,72.82,POTATO,RED LOAMY,MUMBAI,1.522296015180266,2.808597285067873,SPRING
31.8102,SEPTEMBER,25.03,34.01,72.02,120.04,6.07,16.7598,110.05,216.09,28.75,77.01,RICE,BLACK CLAY,DELHI,1.3587694766280463,4.2971873172710895,AUTUMN
96.63,MAY,26.08,36.06,73.01,192.04,8.4,22.6502,126.07,9.07,22.8,78.74286746987951,WHEAT,RED SANDY,KOLKATA,1.3826687116564418,3.223371096060962,SPRING
16.71,MARCH,22.01,34.01,63.07,120.02,8.43,20.54,28.08,9.06,22.7598,78.74286746987951,WHEAT,RED SANDY,KOLKATA,1.545206724216265,3.0705939629990264,SPRING
187.58,JUNE,27.09,39.05,46.05,312.07,7.02,20.6502,51.1,431.07,27.01,78.74286746987951,WHEAT,RED SANDY,JAIPUR,1.4414913252122554,2.2300026149867795,SUMMER
0.07,JULY,23.9002,32.55,64.02,363.04,4.4301,16.21,96.07,281.04,15.84,78.74286746987951,WHEAT,RED SANDY,KURNOOL,1.3619132894285402,3.9494139420111036,SUMMER
73.77,MARCH,21.09,32.08,62.07,168.06,9.06,22.04,10.09,14.04,19.15,72.82,POTATO,RED LOAMY,MUMBAI,1.5211000474158367,2.816243194192378,SPRING
17.9398,AUGUST,24.09,33.0,81.08,240.09,5.07,16.99,227.06,431.06,26.95,75.78,RICE,BLACK CLAY,JAIPUR,1.36986301369863,4.772218952324898,SUMMER
141.5,JUNE,27.07,38.02,61.09,312.07,6.89,19.6103,56.07,7.04,13.11,78.74286746987951,WHEAT,RED SANDY,CHENNAI,1.4045068341337275,3.1151996654819154,SUMMER
51.13,MARCH,24.02,34.05,70.04,216.02,9.54,23.52,2.03,7.07,13.17,78.74286746987951,WHEAT,RED SANDY,CHENNAI,1.4175686927560365,2.977891156462585,SPRING
117.92,JUNE,28.06,39.09,54.09,216.04,7.06,20.68,80.03,216.08,28.7598,78.74286746987951,WHEAT,RED SANDY,DELHI,1.3930862437633644,2.615570599613153,SUMMER
0.05,JULY,26.01,33.03,84.09,144.02,4.1099,16.1502,375.02,9.04,22.7,88.36,RICE,BLACK CLAY,KOLKATA,1.2698961937716262,5.206746665675967,SUMMER
0.01,JULY,23.8302,32.56,64.08,363.02,4.45,16.23,96.09,281.0,15.8501,78.74286746987951,WHEAT,RED SANDY,KURNOOL,1.3663334760094334,3.9482439926062844,SUMMER
0.0,SEPTEMBER,26.05,33.08,84.09,120.03,5.07,16.07,305.02,9.08,22.7,88.36,RICE,BLACK CLAY,KOLKATA,1.2698656429942417,5.232731798382079,AUTUMN
5.14995,JUNE,27.07,34.08,80.05,168.08,4.53,16.73,301.09,9.04,22.73,88.36,RICE,BLACK CLAY,KOLKATA,1.2589582563723678,4.784817692767484,SUMMER
236.609,MAY,27.05,39.06,63.08,312.02,9.02,23.24,32.09,7.05,13.15,78.74286746987951,WHEAT,RED SANDY,CHENNAI,1.4439926062846582,2.7142857142857144,SPRING
5.5,JUNE,27.09,34.04,80.03,168.06,4.52,16.7798,301.07,9.1,22.7798,78.74286746987951,WHEAT,RED SANDY,KOLKATA,1.2565522332964194,4.769425142135186,SUMMER
140.79,JUNE,25.03,35.6905,54.03,354.02,5.84,18.35,71.64,281.02,15.88,78.74286746987951,WHEAT,RED SANDY,KURNOOL,1.4259089093088293,2.9444141689373295,SUMMER
46.8396,MARCH,16.01,32.01,35.02,192.04,8.04,19.2598,5.03,431.1,26.96,78.74286746987951,WHEAT,RED SANDY,JAIPUR,1.9993753903810116,1.8182951017144522,SPRING
0.04,JULY,27.05,35.03,73.08,168.06,5.09,17.51,170.04,216.02,28.71,78.74286746987951,WHEAT,RED SANDY,DELHI,1.2950092421441775,4.1736150770988,SUMMER
116.179,APRIL,25.04,36.04,70.09,192.04,9.2099,23.37,51.09,9.04,22.7598,88.36,POTATO,RED LOAMY,KOLKATA,1.439297124600639,2.9991442019683356,SPRING
220.81,MAY,26.02,39.03,42.05,192.03,8.01,21.99,30.06,216.04,28.7798,78.74286746987951,WHEAT,RED SANDY,DELHI,1.5,1.9122328331059573,SPRING
46.8,MARCH,16.08,32.06,35.08,192.08,8.01,19.2598,5.09,431.07,26.93,78.74286746987951,WHEAT,RED SANDY,JAIPUR,1.9937810945273635,1.8214103988618782,SPRING
479.44,MAY,26.06,41.05,27.02,288.1,9.01,23.5,18.04,431.04,26.96,75.78,RICE,BLACK CLAY,JAIPUR,1.5752110514198003,1.1497872340425532,SPRING
23.72,MARCH,15.09,29.06,57.08,168.08,11.05,22.99,20.04,216.02,28.73,78.74286746987951,WHEAT,RED SANDY,DELHI,1.9257786613651424,2.482818616789909,SPRING
31.8302,SEPTEMBER,25.03,34.02,72.04,120.08,6.04,16.7798,110.04,216.08,28.8,77.01,RICE,BLACK CLAY,DELHI,1.359168997203356,4.293257368979368,AUTUMN
181.320002,APRIL,22.01,37.04,26.01,240.07,9.02,22.69,4.03,431.07,26.95,78.74286746987951,WHEAT,RED SANDY,JAIPUR,1.6828714220808723,1.1463199647421771,SPRING
187.58,JUNE,27.04,39.03,46.09,312.03,7.1,20.6,51.06,431.07,26.93,78.74286746987951,WHEAT,RED SANDY,JAIPUR,1.4434171597633136,2.237378640776699,SUMMER
178.14,APRIL,26.05,36.1,70.07,264.09,9.77,24.59,10.03,7.03,13.13,80.27,POTATO,RED LOAMY,CHENNAI,1.3857965451055663,2.8495323302155344,SPRING
47.7,MARCH,22.06,34.06,63.08,120.04,8.41,20.52,28.09,9.01,22.77,88.36,POTATO,RED LOAMY,KOLKATA,1.543970988213962,3.074074074074074,SPRING
117.98,JUNE,28.03,39.06,54.02,216.06,7.0,20.6502,80.08,216.03,28.74,78.74286746987951,WHEAT,RED SANDY,DELHI,1.3935069568319658,2.6159552934112016,SUMMER
90.369,AUGUST,25.06,35.01,70.08,264.06,6.25,18.9,154.04,7.05,13.14,80.27,RICE,BLACK CLAY,CHENNAI,1.397047086991221,3.707936507936508,SUMMER
47.78,MARCH,22.0,34.07,63.09,120.07,8.5,20.55,28.06,9.08,22.74,88.36,POTATO,RED LOAMY,KOLKATA,1.5486363636363636,3.07007299270073,SPRING
47.7906,MARCH,22.04,34.03,63.05,120.07,8.48,20.55,28.07,9.04,22.7798,88.36,POTATO,RED LOAMY,KOLKATA,1.5440108892921962,3.068126520681265,SPRING
0.03,JULY,27.09,35.05,73.01,168.03,5.02,17.54,170.07,216.04,28.72,78.74286746987951,WHEAT,RED SANDY,DELHI,1.2938353636028053,4.162485746864311,SUMMER
185.76,APRIL,26.07,39.32,34.06,138.09,9.2099,23.69,10.05,281.05,15.83,78.06,POTATO,RED LOAMY,KURNOOL,1.508247027234369,1.4377374419586324,SPRING
10.62,JUNE,26.08,32.02,77.09,288.06,5.02,17.35,560.08,14.06,19.17,78.74286746987951,WHEAT,RED SANDY,MUMBAI,1.2277607361963192,4.443227665706051,SUMMER
0.07,SEPTEMBER,26.05,33.04,84.03,120.02,5.08,16.01,305.09,9.03,22.8,88.36,RICE,BLACK CLAY,KOLKATA,1.2683301343570057,5.248594628357276,AUTUMN
0.02,AUGUST,26.0,33.08,84.08,144.01,4.18,15.7099,339.01,9.01,22.7798,88.36,RICE,BLACK CLAY,KOLKATA,1.2723076923076921,5.352039160020115,SUMMER
93.07,MARCH,22.53,37.55,30.06,121.04,9.78,23.57,1.8,281.09,15.81,78.06,POTATO,RED LOAMY,KURNOOL,1.6666666666666665,1.2753500212134068,SPRING
0.09,JULY,27.02,35.08,73.03,168.02,5.1,17.6,170.01,216.06,28.74,77.01,POTATO,RED LOAMY,DELHI,1.298297557364915,4.149431818181818,SUMMER
327.51,MAY,26.08,41.08,27.02,288.08,9.05,23.47,18.02,431.1,26.93,78.74286746987951,WHEAT,RED SANDY,JAIPUR,1.575153374233129,1.1512569237324244,SPRING
178.820002,JUNE,25.1,35.67,54.02,354.09,5.81,18.32,71.619,281.0,15.83,78.06,RICE,BLACK CLAY,KURNOOL,1.4211155378486056,2.948689956331878,SUMMER
201.7399998,MAY,27.05,33.02,69.07,240.01,10.05,25.02,10.09,14.02,19.0802,72.82,POTATO,RED LOAMY,MUMBAI,1.2207024029574862,2.760591526778577,SPRING
16.41,JULY,23.88,32.59,64.01,363.07,4.48,16.3,96.06,281.05,15.88,78.06,POTATO,RED LOAMY,KURNOOL,1.364740368509213,3.926993865030675,SUMMER
0.06,JULY,27.01,35.02,73.02,168.07,5.07,17.56,170.01,216.05,28.75,77.01,POTATO,RED LOAMY,DELHI,1.2965568308034061,4.158314350797267,SUMMER
0.09,JULY,27.04,35.03,73.09,168.08,5.09,17.57,170.08,216.08,28.79,77.01,POTATO,RED LOAMY,DELHI,1.2954881656804735,4.159931701764371,SUMMER
54.7,MARCH,15.1,29.09,57.06,168.0,11.04,22.9398,20.09,216.07,28.71,77.01,POTATO,RED LOAMY,DELHI,1.9264900662251656,2.487380012031491,SPRING
247.59,MAY,27.25,40.04,37.02,225.08,8.38,22.27,44.05,281.08,15.8601,78.74286746987951,WHEAT,RED SANDY,KURNOOL,1.4693577981651376,1.662325999101931,SPRING
