simulation_id,water,hour,date,month,day,year,day_of_week,day_period
69,1.27,8.0,2016-01-14,1,14,2016,3,MORNING
70,85.55,14.0,2016-01-15,1,15,2016,4,AFTERNOON
71,15.62,12.0,2016-01-15,1,15,2016,4,AFTERNOON
72,0.25,16.0,2016-01-15,1,15,2016,4,AFTERNOON
73,1.99,10.0,2016-01-15,1,15,2016,4,MORNING
74,0.03,8.0,2016-01-15,1,15,2016,4,MORNING
75,70.12,14.0,2016-01-16,1,16,2016,5,AFTERNOON
76,0.09,12.0,2016-01-16,1,16,2016,5,AFTERNOON
77,0.33,16.0,2016-01-16,1,16,2016,5,AFTERNOON
78,0.16,10.0,2016-01-16,1,16,2016,5,MORNING
79,0.21,8.0,2016-01-16,1,16,2016,5,MORNING
80,106.67,14.0,2016-01-17,1,17,2016,6,AFTERNOON
81,27.52,12.0,2016-01-17,1,17,2016,6,AFTERNOON
82,15.32,16.0,2016-01-17,1,17,2016,6,AFTERNOON
83,5.11,10.0,2016-01-17,1,17,2016,6,MORNING
84,14.35,8.0,2016-01-17,1,17,2016,6,MORNING
85,76.75,14.0,2016-01-18,1,18,2016,0,AFTERNOON
86,23.24,12.0,2016-01-18,1,18,2016,0,AFTERNOON
87,10.0,16.0,2016-01-18,1,18,2016,0,AFTERNOON
88,3.97,10.0,2016-01-18,1,18,2016,0,MORNING
89,3.66,8.0,2016-01-18,1,18,2016,0,MORNING
90,130.39,14.0,2016-01-19,1,19,2016,1,AFTERNOON
91,22.77,12.0,2016-01-19,1,19,2016,1,AFTERNOON
92,6.09,16.0,2016-01-19,1,19,2016,1,AFTERNOON
93,7.03,10.0,2016-01-19,1,19,2016,1,MORNING
94,0.85,8.0,2016-01-19,1,19,2016,1,MORNING
95,15.4,14.0,2016-01-20,1,20,2016,2,AFTERNOON
96,78.15,12.0,2016-01-20,1,20,2016,2,AFTERNOON
97,6.47,16.0,2016-01-20,1,20,2016,2,AFTERNOON
98,0.83,10.0,2016-01-20,1,20,2016,2,MORNING
99,0.18,8.0,2016-01-20,1,20,2016,2,MORNING
100,11.28,14.0,2016-01-21,1,21,2016,3,AFTERNOON
101,86.17,12.0,2016-01-21,1,21,2016,3,AFTERNOON
102,0.25,16.0,2016-01-21,1,21,2016,3,AFTERNOON
103,1.53,10.0,2016-01-21,1,21,2016,3,MORNING
104,0.07,8.0,2016-01-21,1,21,2016,3,MORNING
105,72.64,14.0,2016-01-22,1,22,2016,4,AFTERNOON
106,28.8,12.0,2016-01-22,1,22,2016,4,AFTERNOON
107,0.21,16.0,2016-01-22,1,22,2016,4,AFTERNOON
108,1.45,10.0,2016-01-22,1,22,2016,4,MORNING
109,0.42,8.0,2016-01-22,1,22,2016,4,MORNING
110,71.77,14.0,2016-01-23,1,23,2016,5,AFTERNOON
111,8.97,12.0,2016-01-23,1,23,2016,5,AFTERNOON
112,19.63,16.0,2016-01-23,1,23,2016,5,AFTERNOON
113,23.28,10.0,2016-01-23,1,23,2016,5,MORNING
114,0.19,8.0,2016-01-23,1,23,2016,5,MORNING
115,30.29,14.0,2016-01-24,1,24,2016,6,AFTERNOON
116,25.27,12.0,2016-01-24,1,24,2016,6,AFTERNOON
117,22.73,16.0,2016-01-24,1,24,2016,6,AFTERNOON
118,1.35,10.0,2016-01-24,1,24,2016,6,MORNING
119,5.2,8.0,2016-01-24,1,24,2016,6,MORNING
120,87.57,14.0,2016-01-25,1,25,2016,0,AFTERNOON
121,54.93,12.0,2016-01-25,1,25,2016,0,AFTERNOON
122,10.34,16.0,2016-01-25,1,25,2016,0,AFTERNOON
123,4.93,10.0,2016-01-25,1,25,2016,0,MORNING
124,3.04,8.0,2016-01-25,1,25,2016,0,MORNING
125,129.91,14.0,2016-01-26,1,26,2016,1,AFTERNOON
126,28.83,12.0,2016-01-26,1,26,2016,1,AFTERNOON
127,0.42,16.0,2016-01-26,1,26,2016,1,AFTERNOON
128,13.09,10.0,2016-01-26,1,26,2016,1,MORNING
129,0.38,8.0,2016-01-26,1,26,2016,1,MORNING
130,115.71,14.0,2016-01-27,1,27,2016,2,AFTERNOON
131,0.72,12.0,2016-01-27,1,27,2016,2,AFTERNOON
132,0.35,16.0,2016-01-27,1,27,2016,2,AFTERNOON
133,0.32,10.0,2016-01-27,1,27,2016,2,MORNING
134,0.09,8.0,2016-01-27,1,27,2016,2,MORNING
135,73.18,14.0,2016-01-28,1,28,2016,3,AFTERNOON
136,13.65,12.0,2016-01-28,1,28,2016,3,AFTERNOON
137,3.69,16.0,2016-01-28,1,28,2016,3,AFTERNOON
138,1.9,10.0,2016-01-28,1,28,2016,3,MORNING
139,1.87,8.0,2016-01-28,1,28,2016,3,MORNING
140,62.56,14.0,2016-01-29,1,29,2016,4,AFTERNOON
141,37.26,12.0,2016-01-29,1,29,2016,4,AFTERNOON
142,11.14,16.0,2016-01-29,1,29,2016,4,AFTERNOON
143,5.31,10.0,2016-01-29,1,29,2016,4,MORNING
144,1.1,8.0,2016-01-29,1,29,2016,4,MORNING
145,22.48,14.0,2016-01-30,1,30,2016,5,AFTERNOON
146,53.76,12.0,2016-01-30,1,30,2016,5,AFTERNOON
147,1.86,16.0,2016-01-30,1,30,2016,5,AFTERNOON
148,0.83,10.0,2016-01-30,1,30,2016,5,MORNING
149,1.1,8.0,2016-01-30,1,30,2016,5,MORNING
150,126.41,14.0,2016-01-31,1,31,2016,6,AFTERNOON
151,4.91,12.0,2016-01-31,1,31,2016,6,AFTERNOON
152,0.1,16.0,2016-01-31,1,31,2016,6,AFTERNOON
153,0.44,10.0,2016-01-31,1,31,2016,6,MORNING
154,0.12,8.0,2016-01-31,1,31,2016,6,MORNING
155,94.64,14.0,2016-02-01,2,1,2016,0,AFTERNOON
156,3.63,12.0,2016-02-01,2,1,2016,0,AFTERNOON
157,0.19,16.0,2016-02-01,2,1,2016,0,AFTERNOON
158,0.55,10.0,2016-02-01,2,1,2016,0,MORNING
159,0.47,8.0,2016-02-01,2,1,2016,0,MORNING
160,2.49,14.0,2016-02-02,2,2,2016,1,AFTERNOON
161,14.83,12.0,2016-02-02,2,2,2016,1,AFTERNOON
162,45.74,16.0,2016-02-02,2,2,2016,1,AFTERNOON
163,52.28,10.0,2016-02-02,2,2,2016,1,MORNING
164,22.82,8.0,2016-02-02,2,2,2016,1,MORNING
165,63.25,14.0,2016-02-03,2,3,2016,2,AFTERNOON
166,18.61,12.0,2016-02-03,2,3,2016,2,AFTERNOON
167,3.32,16.0,2016-02-03,2,3,2016,2,AFTERNOON
168,10.25,10.0,2016-02-03,2,3,2016,2,MORNING
169,0.04,8.0,2016-02-03,2,3,2016,2,MORNING
170,110.05,14.0,2016-02-04,2,4,2016,3,AFTERNOON
171,6.87,12.0,2016-02-04,2,4,2016,3,AFTERNOON
172,10.2,16.0,2016-02-04,2,4,2016,3,AFTERNOON
173,14.25,10.0,2016-02-04,2,4,2016,3,MORNING
174,0.04,8.0,2016-02-04,2,4,2016,3,MORNING
175,91.64,14.0,2016-02-05,2,5,2016,4,AFTERNOON
176,85.05,12.0,2016-02-05,2,5,2016,4,AFTERNOON
177,3.71,16.0,2016-02-05,2,5,2016,4,AFTERNOON
178,0.58,10.0,2016-02-05,2,5,2016,4,MORNING
179,0.01,8.0,2016-02-05,2,5,2016,4,MORNING
180,93.97,14.0,2016-02-06,2,6,2016,5,AFTERNOON
181,29.9,12.0,2016-02-06,2,6,2016,5,AFTERNOON
182,3.5,16.0,2016-02-06,2,6,2016,5,AFTERNOON
183,1.13,10.0,2016-02-06,2,6,2016,5,MORNING
184,4.6,8.0,2016-02-06,2,6,2016,5,MORNING
185,15.09,14.0,2016-02-07,2,7,2016,6,AFTERNOON
186,44.96,12.0,2016-02-07,2,7,2016,6,AFTERNOON
187,21.23,16.0,2016-02-07,2,7,2016,6,AFTERNOON
188,4.61,10.0,2016-02-07,2,7,2016,6,MORNING
189,0.0,8.0,2016-02-07,2,7,2016,6,MORNING
190,35.21,14.0,2016-02-08,2,8,2016,0,AFTERNOON
191,48.67,12.0,2016-02-08,2,8,2016,0,AFTERNOON
192,19.5,16.0,2016-02-08,2,8,2016,0,AFTERNOON
193,9.54,10.0,2016-02-08,2,8,2016,0,MORNING
194,0.59,8.0,2016-02-08,2,8,2016,0,MORNING
195,40.64,14.0,2016-02-09,2,9,2016,1,AFTERNOON
196,21.18,12.0,2016-02-09,2,9,2016,1,AFTERNOON
197,25.69,16.0,2016-02-09,2,9,2016,1,AFTERNOON
198,7.74,10.0,2016-02-09,2,9,2016,1,MORNING
199,15.43,8.0,2016-02-09,2,9,2016,1,MORNING
200,146.81,14.0,2016-02-10,2,10,2016,2,AFTERNOON
201,13.0,12.0,2016-02-10,2,10,2016,2,AFTERNOON
202,0.14,16.0,2016-02-10,2,10,2016,2,AFTERNOON
203,0.24,10.0,2016-02-10,2,10,2016,2,MORNING
204,0.26,8.0,2016-02-10,2,10,2016,2,MORNING
205,0.57,14.0,2016-02-11,2,11,2016,3,AFTERNOON
206,76.08,12.0,2016-02-11,2,11,2016,3,AFTERNOON
207,18.42,16.0,2016-02-11,2,11,2016,3,AFTERNOON
208,3.19,10.0,2016-02-11,2,11,2016,3,MORNING
209,1.34,8.0,2016-02-11,2,11,2016,3,MORNING
210,51.21,14.0,2016-02-12,2,12,2016,4,AFTERNOON
211,18.1,12.0,2016-02-12,2,12,2016,4,AFTERNOON
212,8.5,16.0,2016-02-12,2,12,2016,4,AFTERNOON
213,2.24,10.0,2016-02-12,2,12,2016,4,MORNING
214,11.23,8.0,2016-02-12,2,12,2016,4,MORNING
215,27.2,14.0,2016-02-13,2,13,2016,5,AFTERNOON
216,60.34,12.0,2016-02-13,2,13,2016,5,AFTERNOON
217,14.05,16.0,2016-02-13,2,13,2016,5,AFTERNOON
218,4.34,10.0,2016-02-13,2,13,2016,5,MORNING
219,11.43,8.0,2016-02-13,2,13,2016,5,MORNING
220,15.39,14.0,2016-02-14,2,14,2016,6,AFTERNOON
221,14.14,12.0,2016-02-14,2,14,2016,6,AFTERNOON
222,41.63,16.0,2016-02-14,2,14,2016,6,AFTERNOON
223,0.3,10.0,2016-02-14,2,14,2016,6,MORNING
224,8.57,8.0,2016-02-14,2,14,2016,6,MORNING
225,46.92,14.0,2016-02-15,2,15,2016,0,AFTERNOON
226,56.17,12.0,2016-02-15,2,15,2016,0,AFTERNOON
227,1.27,16.0,2016-02-15,2,15,2016,0,AFTERNOON
228,3.08,10.0,2016-02-15,2,15,2016,0,MORNING
229,1.1,8.0,2016-02-15,2,15,2016,0,MORNING
230,49.25,14.0,2016-02-16,2,16,2016,1,AFTERNOON
231,29.07,12.0,2016-02-16,2,16,2016,1,AFTERNOON
232,11.79,16.0,2016-02-16,2,16,2016,1,AFTERNOON
233,0.71,10.0,2016-02-16,2,16,2016,1,MORNING
234,3.39,8.0,2016-02-16,2,16,2016,1,MORNING
235,0.77,14.0,2016-02-17,2,17,2016,2,AFTERNOON
236,23.87,12.0,2016-02-17,2,17,2016,2,AFTERNOON
237,37.66,16.0,2016-02-17,2,17,2016,2,AFTERNOON
238,8.45,10.0,2016-02-17,2,17,2016,2,MORNING
239,4.21,8.0,2016-02-17,2,17,2016,2,MORNING
240,79.61,14.0,2016-02-18,2,18,2016,3,AFTERNOON
241,25.23,12.0,2016-02-18,2,18,2016,3,AFTERNOON
242,2.54,16.0,2016-02-18,2,18,2016,3,AFTERNOON
243,7.87,10.0,2016-02-18,2,18,2016,3,MORNING
244,2.72,8.0,2016-02-18,2,18,2016,3,MORNING
245,49.42,14.0,2016-02-19,2,19,2016,4,AFTERNOON
246,15.41,12.0,2016-02-19,2,19,2016,4,AFTERNOON
247,0.87,16.0,2016-02-19,2,19,2016,4,AFTERNOON
248,5.91,10.0,2016-02-19,2,19,2016,4,MORNING
249,0.29,8.0,2016-02-19,2,19,2016,4,MORNING
250,117.85,14.0,2016-02-20,2,20,2016,5,AFTERNOON
251,29.4,12.0,2016-02-20,2,20,2016,5,AFTERNOON
252,2.99,16.0,2016-02-20,2,20,2016,5,AFTERNOON
253,2.77,10.0,2016-02-20,2,20,2016,5,MORNING
254,1.0,8.0,2016-02-20,2,20,2016,5,MORNING
255,0.11,14.0,2016-02-21,2,21,2016,6,AFTERNOON
256,85.43,12.0,2016-02-21,2,21,2016,6,AFTERNOON
257,0.01,16.0,2016-02-21,2,21,2016,6,AFTERNOON
258,5.1,10.0,2016-02-21,2,21,2016,6,MORNING
259,2.1,8.0,2016-02-21,2,21,2016,6,MORNING
260,34.25,14.0,2016-02-22,2,22,2016,0,AFTERNOON
261,27.3,12.0,2016-02-22,2,22,2016,0,AFTERNOON
262,21.49,16.0,2016-02-22,2,22,2016,0,AFTERNOON
263,5.29,10.0,2016-02-22,2,22,2016,0,MORNING
264,0.32,8.0,2016-02-22,2,22,2016,0,MORNING
265,25.77,14.0,2016-02-23,2,23,2016,1,AFTERNOON
266,76.2,12.0,2016-02-23,2,23,2016,1,AFTERNOON
267,2.83,16.0,2016-02-23,2,23,2016,1,AFTERNOON
268,0.02,10.0,2016-02-23,2,23,2016,1,MORNING
269,0.0,8.0,2016-02-23,2,23,2016,1,MORNING
270,122.37,14.0,2016-02-24,2,24,2016,2,AFTERNOON
271,0.71,12.0,2016-02-24,2,24,2016,2,AFTERNOON
272,0.07,16.0,2016-02-24,2,24,2016,2,AFTERNOON
273,0.09,10.0,2016-02-24,2,24,2016,2,MORNING
274,0.5,8.0,2016-02-24,2,24,2016,2,MORNING
275,107.02,14.0,2016-02-25,2,25,2016,3,AFTERNOON
276,6.19,12.0,2016-02-25,2,25,2016,3,AFTERNOON
277,13.6,16.0,2016-02-25,2,25,2016,3,AFTERNOON
278,2.05,10.0,2016-02-25,2,25,2016,3,MORNING
279,8.08,8.0,2016-02-25,2,25,2016,3,MORNING
280,6.36,14.0,2016-02-26,2,26,2016,4,AFTERNOON
281,95.06,12.0,2016-02-26,2,26,2016,4,AFTERNOON
282,51.44,16.0,2016-02-26,2,26,2016,4,AFTERNOON
283,15.88,10.0,2016-02-26,2,26,2016,4,MORNING
284,2.15,8.0,2016-02-26,2,26,2016,4,MORNING
285,25.95,14.0,2016-02-27,2,27,2016,5,AFTERNOON
286,22.8,12.0,2016-02-27,2,27,2016,5,AFTERNOON
287,55.53,16.0,2016-02-27,2,27,2016,5,AFTERNOON
288,7.52,10.0,2016-02-27,2,27,2016,5,MORNING
289,1.75,8.0,2016-02-27,2,27,2016,5,MORNING
290,104.86,14.0,2016-02-28,2,28,2016,6,AFTERNOON
291,42.9,12.0,2016-02-28,2,28,2016,6,AFTERNOON
292,1.05,16.0,2016-02-28,2,28,2016,6,AFTERNOON
293,6.25,10.0,2016-02-28,2,28,2016,6,MORNING
294,23.97,8.0,2016-02-28,2,28,2016,6,MORNING
295,74.44,14.0,2016-03-01,3,1,2016,1,AFTERNOON
296,4.68,12.0,2016-03-01,3,1,2016,1,AFTERNOON
297,12.42,16.0,2016-03-01,3,1,2016,1,AFTERNOON
298,6.53,10.0,2016-03-01,3,1,2016,1,MORNING
299,0.47,8.0,2016-03-01,3,1,2016,1,MORNING
300,162.22,14.0,2016-03-02,3,2,2016,2,AFTERNOON
301,19.1,12.0,2016-03-02,3,2,2016,2,AFTERNOON
302,1.51,16.0,2016-03-02,3,2,2016,2,AFTERNOON
303,0.03,10.0,2016-03-02,3,2,2016,2,MORNING
304,0.0,8.0,2016-03-02,3,2,2016,2,MORNING
305,35.61,14.0,2016-03-03,3,3,2016,3,AFTERNOON
306,19.72,12.0,2016-03-03,3,3,2016,3,AFTERNOON
307,13.56,16.0,2016-03-03,3,3,2016,3,AFTERNOON
308,37.14,10.0,2016-03-03,3,3,2016,3,MORNING
309,64.13,8.0,2016-03-03,3,3,2016,3,MORNING
310,48.24,14.0,2016-03-04,3,4,2016,4,AFTERNOON
311,23.52,12.0,2016-03-04,3,4,2016,4,AFTERNOON
312,77.61,16.0,2016-03-04,3,4,2016,4,AFTERNOON
313,0.67,10.0,2016-03-04,3,4,2016,4,MORNING
314,0.06,8.0,2016-03-04,3,4,2016,4,MORNING
315,74.86,14.0,2016-03-05,3,5,2016,5,AFTERNOON
316,26.53,12.0,2016-03-05,3,5,2016,5,AFTERNOON
317,5.2,16.0,2016-03-05,3,5,2016,5,AFTERNOON
318,2.21,10.0,2016-03-05,3,5,2016,5,MORNING
319,0.01,8.0,2016-03-05,3,5,2016,5,MORNING
320,91.22,14.0,2016-03-06,3,6,2016,6,AFTERNOON
321,4.67,12.0,2016-03-06,3,6,2016,6,AFTERNOON
322,43.16,16.0,2016-03-06,3,6,2016,6,AFTERNOON
323,24.49,10.0,2016-03-06,3,6,2016,6,MORNING
324,1.53,8.0,2016-03-06,3,6,2016,6,MORNING
325,30.93,14.0,2016-03-07,3,7,2016,0,AFTERNOON
326,60.07,12.0,2016-03-07,3,7,2016,0,AFTERNOON
327,0.21,16.0,2016-03-07,3,7,2016,0,AFTERNOON
328,0.36,10.0,2016-03-07,3,7,2016,0,MORNING
329,0.02,8.0,2016-03-07,3,7,2016,0,MORNING
330,110.71,14.0,2016-03-08,3,8,2016,1,AFTERNOON
331,10.01,12.0,2016-03-08,3,8,2016,1,AFTERNOON
332,0.52,16.0,2016-03-08,3,8,2016,1,AFTERNOON
333,0.03,10.0,2016-03-08,3,8,2016,1,MORNING
334,0.03,8.0,2016-03-08,3,8,2016,1,MORNING
335,90.49,14.0,2016-03-09,3,9,2016,2,AFTERNOON
336,0.27,12.0,2016-03-09,3,9,2016,2,AFTERNOON
337,0.01,16.0,2016-03-09,3,9,2016,2,AFTERNOON
338,0.07,10.0,2016-03-09,3,9,2016,2,MORNING
339,0.01,8.0,2016-03-09,3,9,2016,2,MORNING
340,19.44,14.0,2016-03-10,3,10,2016,3,AFTERNOON
341,88.35,12.0,2016-03-10,3,10,2016,3,AFTERNOON
342,8.43,16.0,2016-03-10,3,10,2016,3,AFTERNOON
343,1.58,10.0,2016-03-10,3,10,2016,3,MORNING
344,5.39,8.0,2016-03-10,3,10,2016,3,MORNING
345,66.16,14.0,2016-03-11,3,11,2016,4,AFTERNOON
346,28.01,12.0,2016-03-11,3,11,2016,4,AFTERNOON
347,9.36,16.0,2016-03-11,3,11,2016,4,AFTERNOON
348,3.29,10.0,2016-03-11,3,11,2016,4,MORNING
349,0.14,8.0,2016-03-11,3,11,2016,4,MORNING
350,59.34,14.0,2016-03-12,3,12,2016,5,AFTERNOON
351,112.82,12.0,2016-03-12,3,12,2016,5,AFTERNOON
352,4.05,16.0,2016-03-12,3,12,2016,5,AFTERNOON
353,2.41,10.0,2016-03-12,3,12,2016,5,MORNING
354,1.85,8.0,2016-03-12,3,12,2016,5,MORNING
355,44.47,14.0,2016-03-13,3,13,2016,6,AFTERNOON
356,19.97,12.0,2016-03-13,3,13,2016,6,AFTERNOON
357,12.96,16.0,2016-03-13,3,13,2016,6,AFTERNOON
358,8.65,10.0,2016-03-13,3,13,2016,6,MORNING
359,2.49,8.0,2016-03-13,3,13,2016,6,MORNING
360,39.16,14.0,2016-03-14,3,14,2016,0,AFTERNOON
361,0.34,12.0,2016-03-14,3,14,2016,0,AFTERNOON
362,15.17,16.0,2016-03-14,3,14,2016,0,AFTERNOON
363,24.56,10.0,2016-03-14,3,14,2016,0,MORNING
364,4.05,8.0,2016-03-14,3,14,2016,0,MORNING
365,68.12,14.0,2016-03-15,3,15,2016,1,AFTERNOON
366,22.61,12.0,2016-03-15,3,15,2016,1,AFTERNOON
367,0.83,16.0,2016-03-15,3,15,2016,1,AFTERNOON
368,1.63,10.0,2016-03-15,3,15,2016,1,MORNING
369,0.82,8.0,2016-03-15,3,15,2016,1,MORNING
370,107.7,14.0,2016-03-16,3,16,2016,2,AFTERNOON
371,27.34,12.0,2016-03-16,3,16,2016,2,AFTERNOON
372,2.71,16.0,2016-03-16,3,16,2016,2,AFTERNOON
373,2.04,10.0,2016-03-16,3,16,2016,2,MORNING
374,14.33,8.0,2016-03-16,3,16,2016,2,MORNING
375,54.48,14.0,2016-03-17,3,17,2016,3,AFTERNOON
376,22.4,12.0,2016-03-17,3,17,2016,3,AFTERNOON
377,15.9,16.0,2016-03-17,3,17,2016,3,AFTERNOON
378,21.01,10.0,2016-03-17,3,17,2016,3,MORNING
379,0.23,8.0,2016-03-17,3,17,2016,3,MORNING
380,119.61,14.0,2016-03-18,3,18,2016,4,AFTERNOON
381,1.22,12.0,2016-03-18,3,18,2016,4,AFTERNOON
382,4.19,16.0,2016-03-18,3,18,2016,4,AFTERNOON
383,2.11,10.0,2016-03-18,3,18,2016,4,MORNING
384,1.37,8.0,2016-03-18,3,18,2016,4,MORNING
385,32.41,14.0,2016-03-19,3,19,2016,5,AFTERNOON
386,24.8,12.0,2016-03-19,3,19,2016,5,AFTERNOON
387,32.25,16.0,2016-03-19,3,19,2016,5,AFTERNOON
388,0.16,10.0,2016-03-19,3,19,2016,5,MORNING
389,0.24,8.0,2016-03-19,3,19,2016,5,MORNING
390,38.43,14.0,2016-03-20,3,20,2016,6,AFTERNOON
391,39.69,12.0,2016-03-20,3,20,2016,6,AFTERNOON
392,6.12,16.0,2016-03-20,3,20,2016,6,AFTERNOON
393,3.78,10.0,2016-03-20,3,20,2016,6,MORNING
394,2.27,8.0,2016-03-20,3,20,2016,6,MORNING
395,79.65,14.0,2016-03-21,3,21,2016,0,AFTERNOON
396,9.1,12.0,2016-03-21,3,21,2016,0,AFTERNOON
397,13.0,16.0,2016-03-21,3,21,2016,0,AFTERNOON
398,1.62,10.0,2016-03-21,3,21,2016,0,MORNING
399,7.79,8.0,2016-03-21,3,21,2016,0,MORNING
400,82.49,14.0,2016-03-22,3,22,2016,1,AFTERNOON
401,15.89,12.0,2016-03-22,3,22,2016,1,AFTERNOON
402,2.62,16.0,2016-03-22,3,22,2016,1,AFTERNOON
403,18.03,10.0,2016-03-22,3,22,2016,1,MORNING
404,3.17,8.0,2016-03-22,3,22,2016,1,MORNING
405,151.64,14.0,2016-03-23,3,23,2016,2,AFTERNOON
406,7.39,12.0,2016-03-23,3,23,2016,2,AFTERNOON
407,7.84,16.0,2016-03-23,3,23,2016,2,AFTERNOON
408,4.4,10.0,2016-03-23,3,23,2016,2,MORNING
409,0.41,8.0,2016-03-23,3,23,2016,2,MORNING
410,45.9,14.0,2016-03-24,3,24,2016,3,AFTERNOON
411,16.92,12.0,2016-03-24,3,24,2016,3,AFTERNOON
412,26.46,16.0,2016-03-24,3,24,2016,3,AFTERNOON
413,12.81,10.0,2016-03-24,3,24,2016,3,MORNING
414,3.75,8.0,2016-03-24,3,24,2016,3,MORNING
415,28.37,14.0,2016-03-25,3,25,2016,4,AFTERNOON
416,12.53,12.0,2016-03-25,3,25,2016,4,AFTERNOON
417,0.12,16.0,2016-03-25,3,25,2016,4,AFTERNOON
418,18.48,10.0,2016-03-25,3,25,2016,4,MORNING
419,29.62,8.0,2016-03-25,3,25,2016,4,MORNING
420,59.19,14.0,2016-03-26,3,26,2016,5,AFTERNOON
421,14.72,12.0,2016-03-26,3,26,2016,5,AFTERNOON
422,57.32,16.0,2016-03-26,3,26,2016,5,AFTERNOON
423,5.77,10.0,2016-03-26,3,26,2016,5,MORNING
424,2.7,8.0,2016-03-26,3,26,2016,5,MORNING
