simulation_id,water,hour,date,month,day,year,day_of_week,day_period
187,0.05876491266919479,1.0,2016-02-07,2,7,2016,6,0
188,0.012760539208901932,0.25,2016-02-07,2,7,2016,6,1
189,0.0,0.0,2016-02-07,2,7,2016,6,1
190,0.09746173222243752,0.75,2016-02-08,2,8,2016,0,0
191,0.13471918509701886,0.5,2016-02-08,2,8,2016,0,0
192,0.053976250449802095,1.0,2016-02-08,2,8,2016,0,0
193,0.02640684252774933,0.25,2016-02-08,2,8,2016,0,1
194,0.0016331275777119606,0.0,2016-02-08,2,8,2016,0,1
195,0.11249204196307472,0.75,2016-02-09,2,9,2016,1,0
196,0.05862651202701581,0.5,2016-02-09,2,9,2016,1,0
197,0.07111024995155979,1.0,2016-02-09,2,9,2016,1,0
198,0.02142441940930606,0.25,2016-02-09,2,9,2016,1,1
199,0.04271043817643314,0.0,2016-02-09,2,9,2016,1,1
200,0.40637196556592026,0.75,2016-02-10,2,10,2016,2,0
201,0.035984166966534725,0.5,2016-02-10,2,10,2016,2,0
202,0.00038752179810114327,1.0,2016-02-10,2,10,2016,2,0
203,0.0006643230824591027,0.25,2016-02-10,2,10,2016,2,1
204,0.0007196833393306946,0.0,2016-02-10,2,10,2016,2,1
205,0.0015777673208403687,0.75,2016-02-11,2,11,2016,3,0
206,0.21059041713953555,0.5,2016-02-11,2,11,2016,3,0
207,0.050986796578736136,1.0,2016-02-11,2,11,2016,3,0
208,0.008829960971018905,0.25,2016-02-11,2,11,2016,3,1
209,0.0037091372103966566,0.0,2016-02-11,2,11,2016,3,1
210,0.14174993771971103,0.75,2016-02-12,2,12,2016,4,0
211,0.05010103246879066,0.5,2016-02-12,2,12,2016,4,0
212,0.023528109170426553,1.0,2016-02-12,2,12,2016,4,0
213,0.006200348769618292,0.25,2016-02-12,2,12,2016,4,1
214,0.031084784233398846,0.0,2016-02-12,2,12,2016,4,1
215,0.07528994934536497,0.75,2016-02-13,2,13,2016,5,0
216,0.16702189498159273,0.5,2016-02-13,2,13,2016,5,0
217,0.0388905804522933,1.0,2016-02-13,2,13,2016,5,0
218,0.012013175741135439,0.25,2016-02-13,2,13,2016,5,1
219,0.03163838680211476,0.0,2016-02-13,2,13,2016,5,1
220,0.04259971766268996,0.75,2016-02-14,2,14,2016,6,0
221,0.03913970160821547,0.5,2016-02-14,2,14,2016,6,0
222,0.11523237467821852,1.0,2016-02-14,2,14,2016,6,0
223,0.0008304038530738783,0.25,2016-02-14,2,14,2016,6,1
224,0.023721870069477125,0.0,2016-02-14,2,14,2016,6,1
225,0.12987516262075458,0.75,2016-02-15,2,15,2016,0,0
226,0.15547928142386583,0.5,2016-02-15,2,15,2016,0,0
227,0.003515376311346085,1.0,2016-02-15,2,15,2016,0,0
228,0.008525479558225151,0.25,2016-02-15,2,15,2016,0,1
229,0.003044814127937554,0.0,2016-02-15,2,15,2016,0,1
230,0.13632463254629504,0.75,2016-02-16,2,16,2016,1,0
231,0.08046613336285881,0.5,2016-02-16,2,16,2016,1,0
232,0.032634871425803416,1.0,2016-02-16,2,16,2016,1,0
233,0.001965289118941512,0.25,2016-02-16,2,16,2016,1,1
234,0.009383563539734826,0.0,2016-02-16,2,16,2016,1,1
235,0.0021313698895562877,0.75,2016-02-17,2,17,2016,2,0
236,0.06607246657624492,0.5,2016-02-17,2,17,2016,2,0
237,0.10424336368920752,1.0,2016-02-17,2,17,2016,2,0
238,0.023389708528247573,0.25,2016-02-17,2,17,2016,2,1
239,0.011653334071470093,0.0,2016-02-17,2,17,2016,2,1
240,0.22036150247737152,0.75,2016-02-18,2,18,2016,3,0
241,0.06983696404351317,0.5,2016-02-18,2,18,2016,3,0
242,0.00703075262269217,1.0,2016-02-18,2,18,2016,3,0
243,0.02178426107897141,0.25,2016-02-18,2,18,2016,3,1
244,0.0075289949345364975,0.0,2016-02-18,2,18,2016,3,1
245,0.13679519472970356,0.75,2016-02-19,2,19,2016,4,0
246,0.04265507791956155,0.5,2016-02-19,2,19,2016,4,0
247,0.0024081711739142473,1.0,2016-02-19,2,19,2016,4,0
248,0.016358955905555403,0.25,2016-02-19,2,19,2016,4,1
249,0.0008027237246380824,0.0,2016-02-19,2,19,2016,4,1
250,0.3262103136158552,0.75,2016-02-20,2,20,2016,5,0
251,0.08137957760124007,0.5,2016-02-20,2,20,2016,5,0
252,0.008276358402302989,1.0,2016-02-20,2,20,2016,5,0
253,0.007667395576715477,0.25,2016-02-20,2,20,2016,5,1
254,0.0027680128435795944,0.0,2016-02-20,2,20,2016,5,1
255,0.0003044814127937554,0.75,2016-02-21,2,21,2016,6,0
256,0.23647133722700478,0.5,2016-02-21,2,21,2016,6,0
257,2.7680128435795944e-05,1.0,2016-02-21,2,21,2016,6,0
258,0.01411686550225593,0.25,2016-02-21,2,21,2016,6,1
259,0.005812826971517149,0.0,2016-02-21,2,21,2016,6,1
260,0.09480443989260111,0.75,2016-02-22,2,22,2016,0,0
261,0.07556675062972293,0.5,2016-02-22,2,22,2016,0,0
262,0.05948459600852548,1.0,2016-02-22,2,22,2016,0,0
263,0.014642787942536055,0.25,2016-02-22,2,22,2016,0,1
264,0.0008857641099454702,0.0,2016-02-22,2,22,2016,0,1
265,0.07133169097904615,0.75,2016-02-23,2,23,2016,1,0
266,0.2109225786807651,0.5,2016-02-23,2,23,2016,1,0
267,0.007833476347330252,1.0,2016-02-23,2,23,2016,1,0
268,5.536025687159189e-05,0.25,2016-02-23,2,23,2016,1,1
269,0.0,0.0,2016-02-23,2,23,2016,1,1
270,0.33872173166883496,0.75,2016-02-24,2,24,2016,2,0
271,0.001965289118941512,0.5,2016-02-24,2,24,2016,2,0
272,0.00019376089905057164,1.0,2016-02-24,2,24,2016,2,0
273,0.0002491211559221635,0.25,2016-02-24,2,24,2016,2,1
274,0.0013840064217897972,0.0,2016-02-24,2,24,2016,2,1
275,0.2962327345198882,0.75,2016-02-25,2,25,2016,3,0
276,0.01713399950175769,0.5,2016-02-25,2,25,2016,3,0
277,0.037644974672682484,1.0,2016-02-25,2,25,2016,3,0
278,0.0056744263293381685,0.25,2016-02-25,2,25,2016,3,1
279,0.022365543776123122,0.0,2016-02-25,2,25,2016,3,1
280,0.01760456168516622,0.75,2016-02-26,2,26,2016,4,0
281,0.26312730091067627,0.5,2016-02-26,2,26,2016,4,0
282,0.14238658067373433,1.0,2016-02-26,2,26,2016,4,0
283,0.04395604395604396,0.25,2016-02-26,2,26,2016,4,1
284,0.005951227613696128,0.0,2016-02-26,2,26,2016,4,1
285,0.07182993329089048,0.75,2016-02-27,2,27,2016,5,0
286,0.06311069283361476,0.5,2016-02-27,2,27,2016,5,0
287,0.1537077532039749,1.0,2016-02-27,2,27,2016,5,0
288,0.02081545658371855,0.25,2016-02-27,2,27,2016,5,1
289,0.00484402247626429,0.0,2016-02-27,2,27,2016,5,1
290,0.2902538267777563,0.75,2016-02-28,2,28,2016,6,0
291,0.1187477509895646,0.5,2016-02-28,2,28,2016,6,0
292,0.0029064134857585745,1.0,2016-02-28,2,28,2016,6,0
293,0.017300080272372464,0.25,2016-02-28,2,28,2016,6,1
294,0.06634926786060287,0.0,2016-02-28,2,28,2016,6,1
295,0.206050876076065,0.75,2016-03-01,3,1,2016,1,0
296,0.012954300107952501,0.5,2016-03-01,3,1,2016,1,0
297,0.034378719517258564,1.0,2016-03-01,3,1,2016,1,0
298,0.018075123868574752,0.25,2016-03-01,3,1,2016,1,1
299,0.0013009660364824093,0.0,2016-03-01,3,1,2016,1,1
300,0.44902704348548184,0.75,2016-03-02,3,2,2016,2,0
301,0.05286904531237026,0.5,2016-03-02,3,2,2016,2,0
302,0.0041796993938051875,1.0,2016-03-02,3,2,2016,2,0
303,8.304038530738783e-05,0.25,2016-03-02,3,2,2016,2,1
304,0.0,0.0,2016-03-02,3,2,2016,2,1
305,0.09856893735986935,0.75,2016-03-03,3,3,2016,3,0
306,0.0545852132753896,0.5,2016-03-03,3,3,2016,3,0
307,0.0375342541589393,1.0,2016-03-03,3,3,2016,3,0
308,0.10280399701054614,0.25,2016-03-03,3,3,2016,3,1
309,0.17751266365875937,0.0,2016-03-03,3,3,2016,3,1
310,0.13352893957427964,0.75,2016-03-04,3,4,2016,4,0
311,0.06510366208099207,0.5,2016-03-04,3,4,2016,4,0
312,0.21482547679021233,1.0,2016-03-04,3,4,2016,4,0
313,0.0018545686051983283,0.25,2016-03-04,3,4,2016,4,1
314,0.00016608077061477567,0.0,2016-03-04,3,4,2016,4,1
315,0.20721344147036844,0.75,2016-03-05,3,5,2016,5,0
316,0.07343538074016664,0.5,2016-03-05,3,5,2016,5,0
317,0.014393666786613891,1.0,2016-03-05,3,5,2016,5,0
318,0.0061173083843109035,0.25,2016-03-05,3,5,2016,5,1
319,2.7680128435795944e-05,0.0,2016-03-05,3,5,2016,5,1
320,0.2524981315913306,0.75,2016-03-06,3,6,2016,6,0
321,0.012926619979516706,0.5,2016-03-06,3,6,2016,6,0
322,0.11946743432889528,1.0,2016-03-06,3,6,2016,6,0
323,0.06778863453926426,0.25,2016-03-06,3,6,2016,6,1
324,0.004235059650676779,0.0,2016-03-06,3,6,2016,6,1
325,0.08561463725191686,0.75,2016-03-07,3,7,2016,0,0
326,0.16627453151382623,0.5,2016-03-07,3,7,2016,0,0
327,0.0005812826971517149,1.0,2016-03-07,3,7,2016,0,0
328,0.000996484623688654,0.25,2016-03-07,3,7,2016,0,1
329,5.536025687159189e-05,0.0,2016-03-07,3,7,2016,0,1
330,0.3064467019126969,0.75,2016-03-08,3,8,2016,1,0
331,0.027707808564231738,0.5,2016-03-08,3,8,2016,1,0
332,0.001439366678661389,1.0,2016-03-08,3,8,2016,1,0
333,8.304038530738783e-05,0.25,2016-03-08,3,8,2016,1,1
334,8.304038530738783e-05,0.0,2016-03-08,3,8,2016,1,1
335,0.25047748221551747,0.75,2016-03-09,3,9,2016,2,0
336,0.0007473634677664906,0.5,2016-03-09,3,9,2016,2,0
337,2.7680128435795944e-05,1.0,2016-03-09,3,9,2016,2,0
338,0.00019376089905057164,0.25,2016-03-09,3,9,2016,2,1
339,2.7680128435795944e-05,0.0,2016-03-09,3,9,2016,2,1
340,0.05381016967918732,0.75,2016-03-10,3,10,2016,3,0
341,0.24455393473025716,0.5,2016-03-10,3,10,2016,3,0
342,0.023334348271375982,1.0,2016-03-10,3,10,2016,3,0
343,0.00437346029285576,0.25,2016-03-10,3,10,2016,3,1
344,0.014919589226894013,0.0,2016-03-10,3,10,2016,3,1
345,0.18313172973122596,0.75,2016-03-11,3,11,2016,4,0
346,0.07753203974866445,0.5,2016-03-11,3,11,2016,4,0
347,0.025908600215905003,1.0,2016-03-11,3,11,2016,4,0
348,0.009106762255376866,0.25,2016-03-11,3,11,2016,4,1
349,0.00038752179810114327,0.0,2016-03-11,3,11,2016,4,1
350,0.16425388213801315,0.75,2016-03-12,3,12,2016,5,0
351,0.31228720901264984,0.5,2016-03-12,3,12,2016,5,0
352,0.011210452016497357,1.0,2016-03-12,3,12,2016,5,0
353,0.006670910953026823,0.25,2016-03-12,3,12,2016,5,1
354,0.00512082376062225,0.0,2016-03-12,3,12,2016,5,1
355,0.12309353115398457,0.75,2016-03-13,3,13,2016,6,0
356,0.055277216486284496,0.5,2016-03-13,3,13,2016,6,0
357,0.035873446452791544,1.0,2016-03-13,3,13,2016,6,0
358,0.023943311096963495,0.25,2016-03-13,3,13,2016,6,1
359,0.006892351980513191,0.0,2016-03-13,3,13,2016,6,1
360,0.10839538295457692,0.75,2016-03-14,3,14,2016,0,0
361,0.0009411243668170622,0.5,2016-03-14,3,14,2016,0,0
362,0.04199075483710245,1.0,2016-03-14,3,14,2016,0,0
363,0.06798239543831483,0.25,2016-03-14,3,14,2016,0,1
364,0.011210452016497357,0.0,2016-03-14,3,14,2016,0,1
365,0.18855703490464198,0.75,2016-03-15,3,15,2016,1,0
366,0.06258477039333463,0.5,2016-03-15,3,15,2016,1,0
367,0.002297450660171063,1.0,2016-03-15,3,15,2016,1,0
368,0.004511860935034738,0.25,2016-03-15,3,15,2016,1,1
369,0.0022697705317352673,0.0,2016-03-15,3,15,2016,1,1
370,0.2981149832535223,0.75,2016-03-16,3,16,2016,2,0
371,0.07567747114346611,0.5,2016-03-16,3,16,2016,2,0
372,0.007501314806100701,1.0,2016-03-16,3,16,2016,2,0
373,0.005646746200902373,0.25,2016-03-16,3,16,2016,2,1
374,0.039665624048495586,0.0,2016-03-16,3,16,2016,2,1
375,0.1508013397182163,0.75,2016-03-17,3,17,2016,3,0
376,0.06200348769618291,0.5,2016-03-17,3,17,2016,3,0
377,0.04401140421291555,1.0,2016-03-17,3,17,2016,3,0
378,0.05815594984360729,0.25,2016-03-17,3,17,2016,3,1
379,0.0006366429540233067,0.0,2016-03-17,3,17,2016,3,1
380,0.3310820162205553,0.75,2016-03-18,3,18,2016,4,0
381,0.0033769756691671053,0.5,2016-03-18,3,18,2016,4,0
382,0.011597973814598503,1.0,2016-03-18,3,18,2016,4,0
383,0.005840507099952944,0.25,2016-03-18,3,18,2016,4,1
384,0.0037921775957040446,0.0,2016-03-18,3,18,2016,4,1
385,0.08971129626041464,0.75,2016-03-19,3,19,2016,5,0
386,0.06864671852077395,0.5,2016-03-19,3,19,2016,5,0
387,0.08926841420544192,1.0,2016-03-19,3,19,2016,5,0
388,0.0004428820549727351,0.25,2016-03-19,3,19,2016,5,1
389,0.0006643230824591027,0.0,2016-03-19,3,19,2016,5,1
390,0.10637473357876381,0.75,2016-03-20,3,20,2016,6,0
391,0.1098624297616741,0.5,2016-03-20,3,20,2016,6,0
392,0.016940238602707117,1.0,2016-03-20,3,20,2016,6,0
393,0.010463088548730867,0.25,2016-03-20,3,20,2016,6,1
394,0.006283389154925679,0.0,2016-03-20,3,20,2016,6,1
395,0.2204722229911147,0.75,2016-03-21,3,21,2016,0,0
396,0.02518891687657431,0.5,2016-03-21,3,21,2016,0,0
397,0.035984166966534725,1.0,2016-03-21,3,21,2016,0,0
398,0.004484180806598943,0.25,2016-03-21,3,21,2016,0,1
399,0.021562820051485042,0.0,2016-03-21,3,21,2016,0,1
400,0.22833337946688073,0.75,2016-03-22,3,22,2016,1,0
401,0.04398372408447976,0.5,2016-03-22,3,22,2016,1,0
402,0.007252193650178537,1.0,2016-03-22,3,22,2016,1,0
403,0.04990727156974009,0.25,2016-03-22,3,22,2016,1,1
404,0.008774600714147315,0.0,2016-03-22,3,22,2016,1,1
405,0.41974146760040965,0.75,2016-03-23,3,23,2016,2,0
406,0.0204556149140532,0.5,2016-03-23,3,23,2016,2,0
407,0.02170122069366402,1.0,2016-03-23,3,23,2016,2,0
408,0.012179256511750216,0.25,2016-03-23,3,23,2016,2,1
409,0.0011348852658676337,0.0,2016-03-23,3,23,2016,2,1
410,0.12705178952030338,0.75,2016-03-24,3,24,2016,3,0
411,0.04683477731336674,0.5,2016-03-24,3,24,2016,3,0
412,0.07324161984111607,1.0,2016-03-24,3,24,2016,3,0
413,0.03545824452625461,0.25,2016-03-24,3,24,2016,3,1
414,0.010380048163423479,0.0,2016-03-24,3,24,2016,3,1
415,0.0785285243723531,0.75,2016-03-25,3,25,2016,4,0
416,0.03468320093005232,0.5,2016-03-25,3,25,2016,4,0
417,0.00033216154122955134,1.0,2016-03-25,3,25,2016,4,0
418,0.05115287734935091,0.25,2016-03-25,3,25,2016,4,1
419,0.08198854042682759,0.0,2016-03-25,3,25,2016,4,1
