water req,month,min temp,max temp,humidity,wind,sun,rad,rain,altitude,latitude,longitude,crop,soil,city,temp_ratio,humidity_rad_ratio,season
0.0,JULY,23.8,32.5,64,363,4.4,16.2,96.0,281,15.8,,WHEAT,RED SANDY,KURNOOL,1.365546218487395,3.9506172839506175,SUMMER
23.7,MARCH,15.0,29.0,57,168,11.0,22.9,20.0,216,28.7,,WHEAT,RED SANDY,DELHI,1.9333333333333333,2.4890829694323147,SPRING
108.9,APRIL,21.0,36.0,41,168,10.0,23.8,40.0,216,28.7,,WHEAT,RED SANDY,DELHI,1.7142857142857142,1.722689075630252,SPRING
220.8,MAY,26.0,39.0,42,192,8.0,21.9,30.0,216,28.7,,WHEAT,RED SANDY,DELHI,1.5,1.9178082191780823,SPRING
117.9,JUNE,28.0,39.0,54,216,7.0,20.6,80.0,216,28.7,,WHEAT,RED SANDY,DELHI,1.3928571428571428,2.6213592233009706,SUMMER
0.0,JULY,27.0,35.0,73,168,5.0,17.5,170.0,216,28.7,,WHEAT,RED SANDY,DELHI,1.2962962962962963,4.171428571428572,SUMMER
16.7,MARCH,22.0,34.0,63,120,8.4,20.5,28.0,9,22.7,,WHEAT,RED SANDY,KOLKATA,1.5454545454545454,3.073170731707317,SPRING
84.4,APRIL,25.0,36.0,70,192,9.2,23.3,51.0,9,22.7,,WHEAT,RED SANDY,KOLKATA,1.44,3.004291845493562,SPRING
96.6,MAY,26.0,36.0,73,192,8.4,22.6,126.0,9,22.7,,WHEAT,RED SANDY,KOLKATA,1.3846153846153846,3.230088495575221,SPRING
5.4,JUNE,27.0,34.0,80,168,4.5,16.7,301.0,9,22.7,,WHEAT,RED SANDY,KOLKATA,1.2592592592592593,4.790419161676647,SUMMER
0.0,JULY,26.0,33.0,84,144,4.1,16.1,375.0,9,22.7,,WHEAT,RED SANDY,KOLKATA,1.2692307692307692,5.217391304347825,SUMMER
39.0,MARCH,21.0,32.0,62,168,9.0,22.0,10.0,14,19.07,,WHEAT,RED SANDY,MUMBAI,1.5238095238095237,2.8181818181818183,SPRING
146.1,APRIL,24.0,33.0,28,192,10.0,24.7,10.0,14,19.07,,WHEAT,RED SANDY,MUMBAI,1.375,1.1336032388663968,SPRING
200.1,MAY,27.0,33.0,69,240,10.0,25.0,10.0,14,19.07,,WHEAT,RED SANDY,MUMBAI,1.2222222222222223,2.76,SPRING
10.6,JUNE,26.0,32.0,77,288,5.0,17.3,560.0,14,19.07,,WHEAT,RED SANDY,MUMBAI,1.2307692307692308,4.4508670520231215,SUMMER
0.0,JULY,25.0,30.0,83,336,2.0,12.8,640.0,14,19.07,,WHEAT,RED SANDY,MUMBAI,1.2,6.484375,SUMMER
479.4,MAY,26.0,41.0,27,288,9.0,23.4,18.0,431,26.91,75.78,RICE,BLACK CLAY,JAIPUR,1.5769230769230769,1.153846153846154,SPRING
224.2,JUNE,27.0,39.0,46,312,7.0,20.6,51.0,431,26.91,75.78,RICE,BLACK CLAY,JAIPUR,1.4444444444444444,2.233009708737864,SUMMER
47.8,JULY,25.0,34.0,73,264,5.0,17.5,213.0,431,26.91,75.78,RICE ,BLACK CLAY,JAIPUR,1.36,4.171428571428572,SUMMER
17.9,AUGUST,24.0,33.0,81,240,5.0,16.9,227.0,431,26.91,75.78,RICE,BLACK CLAY,JAIPUR,1.375,4.792899408284024,SUMMER
85.7,SEPTEMBER,23.0,34.0,67,192,8.0,19.7,80.0,431,26.91,75.78,RICE,BLACK CLAY,JAIPUR,1.4782608695652173,3.401015228426396,AUTUMN
416.5,MAY,27.0,39.0,63,312,9.0,23.2,32.0,7,13.08,80.27,RICE,BLACK CLAY,CHENNAI,1.4444444444444444,2.7155172413793105,SPRING
176.5,JUNE,27.0,38.0,61,312,6.8,19.6,56.0,7,13.08,80.27,RICE ,BLACK CLAY,CHENNAI,1.4074074074074074,3.1122448979591835,SUMMER
132.1,JULY,26.0,36.0,64,288,6.0,18.4,111.0,7,13.08,80.27,RICE,BLACK CLAY,CHENNAI,1.3846153846153846,3.4782608695652177,SUMMER
90.3,AUGUST,25.0,35.0,70,264,6.2,18.9,154.0,7,13.08,80.27,RICE,BLACK CLAY,CHENNAI,1.4,3.703703703703704,SUMMER
65.6,SEPTEMBER,25.0,35.0,72,240,6.6,19.2,121.0,7,13.08,80.27,RICE,BLACK CLAY,CHENNAI,1.4,3.75,AUTUMN
425.5,MAY,27.2,40.0,37,225,8.3,22.2,44.4,281,15.8,78.06,RICE,BLACK CLAY,KURNOOL,1.4705882352941178,1.6666666666666667,SPRING
178.8,JUNE,25.0,35.6,54,354,5.8,18.3,71.6,281,15.8,78.06,RICE,BLACK CLAY,KURNOOL,1.4240000000000002,2.9508196721311473,SUMMER
135.4,JULY,23.8,32.5,64,363,4.4,16.2,96.0,281,15.8,78.06,RICE,BLACK CLAY,KURNOOL,1.365546218487395,3.9506172839506175,SUMMER
123.2,AUGUST,23.5,32.1,63,302,4.9,16.9,98.7,281,15.8,78.06,RICE,BLACK CLAY,KURNOOL,1.3659574468085107,3.7278106508875744,SUMMER
58.1,SEPTEMBER,23.3,31.9,65,207,5.5,17.3,116.0,281,15.8,78.06,RICE,BLACK CLAY,KURNOOL,1.3690987124463518,3.7572254335260116,AUTUMN
411.3,MAY,26.0,39.0,42,192,8.0,21.9,30.0,216,28.7,77.01,RICE,BLACK CLAY,DELHI,1.5,1.9178082191780823,SPRING
155.7,JUNE,28.0,39.0,54,216,7.0,20.6,80.0,216,28.7,77.01,RICE,BLACK CLAY,DELHI,1.3928571428571428,2.6213592233009706,SUMMER
47.7,JULY,27.0,35.0,73,168,5.0,17.5,170.0,216,28.7,77.01,RICE,BLACK CLAY,DELHI,1.2962962962962963,4.171428571428572,SUMMER
10.8,AUGUST,26.0,34.0,77,144,4.0,15.3,200.0,216,28.7,77.01,RICE,BLACK CLAY,DELHI,1.3076923076923077,5.032679738562091,SUMMER
31.8,SEPTEMBER,25.0,34.0,72,120,6.0,16.7,110.0,216,28.7,77.01,RICE,BLACK CLAY,DELHI,1.36,4.311377245508982,AUTUMN
281.0,MAY,26.0,36.0,73,192,8.4,22.6,126.0,9,22.7,88.36,RICE,BLACK CLAY,KOLKATA,1.3846153846153846,3.230088495575221,SPRING
5.1,JUNE,27.0,34.0,80,168,4.5,16.7,301.0,9,22.7,88.36,RICE,BLACK CLAY,KOLKATA,1.2592592592592593,4.790419161676647,SUMMER
0.0,JULY,26.0,33.0,84,144,4.1,16.1,375.0,9,22.7,88.36,RICE,BLACK CLAY,KOLKATA,1.2692307692307692,5.217391304347825,SUMMER
0.0,AUGUST,26.0,33.0,84,144,4.1,15.7,339.0,9,22.7,88.36,RICE,BLACK CLAY,KOLKATA,1.2692307692307692,5.35031847133758,SUMMER
0.0,SEPTEMBER,26.0,33.0,84,120,5.0,16.0,305.0,9,22.7,88.36,RICE,BLACK CLAY,KOLKATA,1.2692307692307692,5.25,AUTUMN
406.1,MAY,27.0,33.0,69,240,10.0,25.0,10.0,14,19.07,72.82,RICE,BLACK CLAY,MUMBAI,1.2222222222222223,2.76,SPRING
10.9,JUNE,26.0,32.0,77,288,5.0,17.3,560.0,14,19.07,72.82,RICE,BLACK CLAY,MUMBAI,1.2307692307692308,4.4508670520231215,SUMMER
0.0,JULY,25.0,30.0,83,336,2.0,12.8,640.0,14,19.07,72.82,RICE,BLACK CLAY,MUMBAI,1.2,6.484375,SUMMER
0.0,AUGUST,25.0,30.0,83,288,3.0,14.1,520.0,14,19.07,72.82,RICE,BLACK CLAY,MUMBAI,1.2,5.886524822695035,SUMMER
0.0,SEPTEMBER,25.0,31.0,81,168,5.0,16.3,320.0,14,19.07,72.82,RICE,BLACK CLAY,MUMBAI,1.24,4.969325153374233,AUTUMN
44.4,OCTOBER,19.0,34.0,43,168,9.0,18.6,12.0,431,26.91,75.78,MAIZE,RED LOMY SAND,JAIPUR,1.7894736842105263,2.311827956989247,AUTUMN
95.2,NOVEMBER,13.0,29.0,47,120,9.0,16.1,8.0,431,26.91,75.78,MAIZE,RED LOMY SAND,JAIPUR,2.230769230769231,2.919254658385093,AUTUMN
100.4,DECEMBER,9.0,24.0,51,120,8.0,13.8,3.0,431,26.91,75.78,MAIZE,RED LOMY SAND,JAIPUR,2.6666666666666665,3.6956521739130435,WINTER
63.0,JANUARY,8.0,22.0,56,144,8.0,14.6,6.0,431,26.91,75.78,MAIZE,RED LOMY SAND,JAIPUR,2.75,3.8356164383561646,WINTER
2.6,FEBRUARY,11.0,26.0,46,192,9.0,17.9,10.0,431,26.91,75.78,MAIZE,RED LOMY SAND,JAIPUR,2.3636363636363638,2.569832402234637,WINTER
0.0,OCTOBER,24.0,33.0,78,168,6.3,17.7,241.0,7,13.08,80.27,MAIZE,RED LOMY SAND,CHENNAI,1.375,4.406779661016949,AUTUMN
0.0,NOVEMBER,23.0,31.0,82,168,6.1,16.1,329.0,7,13.08,80.27,MAIZE,RED LOMY SAND,CHENNAI,1.3478260869565217,5.093167701863353,AUTUMN
28.4,DECEMBER,22.0,30.0,79,168,6.6,16.0,123.0,7,13.08,80.27,MAIZE,RED LOMY SAND,CHENNAI,1.3636363636363635,4.9375,WINTER
85.3,JANUARY,21.0,30.0,75,168,8.7,19.4,15.0,7,13.08,80.27,MAIZE,RED LOMY SAND,CHENNAI,1.4285714285714286,3.8659793814432994,WINTER
3.4,FEBRUARY,21.0,32.0,71,192,9.6,22.2,3.0,7,13.08,80.27,MAIZE,RED LOMY SAND,CHENNAI,1.5238095238095237,3.1981981981981984,WINTER
2.1,OCTOBER,22.4,32.4,61,95,8.7,20.7,89.7,281,15.8,78.06,MAIZE,RED LOMY SAND,KURNOOL,1.4464285714285714,2.9468599033816427,AUTUMN
86.3,NOVEMBER,19.2,31.0,56,78,7.7,17.6,23.6,281,15.8,78.06,MAIZE,RED LOMY SAND,KURNOOL,1.6145833333333335,3.1818181818181817,AUTUMN
121.7,DECEMBER,16.6,30.3,51,69,8.4,17.7,1.8,281,15.8,78.06,MAIZE,RED LOMY SAND,KURNOOL,1.825301204819277,2.88135593220339,WINTER
99.4,JANUARY,17.0,31.3,47,104,8.8,18.7,0.0,281,15.8,78.06,MAIZE,RED LOMY SAND,KURNOOL,1.8411764705882354,2.5133689839572195,WINTER
3.3,FEBRUARY,19.3,34.3,37,112,9.3,21.2,4.5,281,15.8,78.06,MAIZE,RED LOMY SAND,KURNOOL,1.77720207253886,1.7452830188679247,WINTER
29.4,OCTOBER,19.0,33.0,63,72,7.0,15.7,10.0,216,28.7,77.01,MAIZE,RED LOMY SAND,DELHI,1.736842105263158,4.012738853503185,AUTUMN
65.0,NOVEMBER,13.0,28.0,68,48,9.0,15.5,10.0,216,28.7,77.01,MAIZE,RED LOMY SAND,DELHI,2.1538461538461537,4.387096774193548,AUTUMN
70.8,DECEMBER,9.0,22.0,71,96,10.0,15.3,10.0,216,28.7,77.01,MAIZE,RED LOMY SAND,DELHI,2.4444444444444446,4.640522875816993,WINTER
40.3,JANUARY,8.0,21.0,73,120,10.0,16.1,20.0,216,28.7,77.01,MAIZE,RED LOMY SAND,DELHI,2.625,4.534161490683229,WINTER
2.0,FEBRUARY,10.0,23.0,66,144,10.0,18.6,30.0,216,28.7,77.01,MAIZE,RED LOMY SAND,DELHI,2.3,3.548387096774193,WINTER
0.0,OCTOBER,24.0,32.0,78,72,6.3,16.0,141.0,9,22.7,88.36,MAIZE,RED LOMY SAND,KOLKATA,1.3333333333333333,4.875,AUTUMN
59.7,NOVEMBER,19.0,30.0,72,48,8.1,16.3,26.0,9,22.7,88.36,MAIZE,RED LOMY SAND,KOLKATA,1.5789473684210527,4.417177914110429,AUTUMN
88.7,DECEMBER,14.0,27.0,72,72,8.4,15.6,7.0,9,22.7,88.36,MAIZE,RED LOMY SAND,KOLKATA,1.9285714285714286,4.615384615384616,WINTER
52.0,JANUARY,13.0,26.0,71,72,8.4,16.3,14.0,9,22.7,88.36,MAIZE,RED LOMY SAND,KOLKATA,2.0,4.355828220858895,WINTER
2.2,FEBRUARY,17.0,30.0,66,72,8.5,18.4,22.0,9,22.7,88.36,MAIZE,RED LOMY SAND,KOLKATA,1.7647058823529411,3.586956521739131,WINTER
73.7,MARCH,21.0,32.0,62,168,9.0,22.0,10.0,14,19.07,72.82,POTATO,RED LOAMY,MUMBAI,1.5238095238095237,2.8181818181818183,SPRING
184.2,APRIL,24.0,33.0,28,192,10.0,24.7,10.0,14,19.07,72.82,POTATO,RED LOAMY,MUMBAI,1.375,1.1336032388663968,SPRING
201.7,MAY,27.0,33.0,69,240,10.0,25.0,10.0,14,19.07,72.82,POTATO,RED LOAMY,MUMBAI,1.2222222222222223,2.76,SPRING
11.3,JUNE,26.0,32.0,77,288,5.0,17.3,560.0,14,19.07,72.82,POTATO,RED LOAMY,MUMBAI,1.2307692307692308,4.4508670520231215,SUMMER
0.0,JULY,25.0,30.0,83,336,2.0,12.8,640.0,14,19.07,72.82,POTATO,RED LOAMY,MUMBAI,1.2,6.484375,SUMMER
54.6,MARCH,15.0,29.0,57,168,11.0,22.9,20.0,216,28.7,77.01,POTATO,RED LOAMY,DELHI,1.9333333333333333,2.4890829694323147,SPRING
142.9,APRIL,21.0,36.0,41,168,10.0,23.8,40.0,216,28.7,77.01,POTATO,RED LOAMY,DELHI,1.7142857142857142,1.722689075630252,SPRING
221.1,MAY,26.0,39.0,42,192,8.0,21.9,30.0,216,28.7,77.01,POTATO,RED LOAMY,DELHI,1.5,1.9178082191780823,SPRING
142.0,JUNE,28.0,39.0,54,216,7.0,20.6,80.0,216,28.7,77.01,POTATO,RED LOAMY,DELHI,1.3928571428571428,2.6213592233009706,SUMMER
0.0,JULY,27.0,35.0,73,168,5.0,17.5,170.0,216,28.7,77.01,POTATO,RED LOAMY,DELHI,1.2962962962962963,4.171428571428572,SUMMER
47.7,MARCH,22.0,34.0,63,120,8.4,20.5,28.0,9,22.7,88.36,POTATO,RED LOAMY,KOLKATA,1.5454545454545454,3.073170731707317,SPRING
116.1,APRIL,25.0,36.0,70,192,9.2,23.3,51.0,9,22.7,88.36,POTATO,RED LOAMY,KOLKATA,1.44,3.004291845493562,SPRING
97.8,MAY,26.0,36.0,73,192,8.4,22.6,126.0,9,22.7,88.36,POTATO,RED LOAMY,KOLKATA,1.3846153846153846,3.230088495575221,SPRING
5.9,JUNE,27.0,34.0,80,168,4.5,16.7,301.0,9,22.7,88.36,POTATO,RED LOAMY,KOLKATA,1.2592592592592593,4.790419161676647,SUMMER
0.0,JULY,26.0,33.0,84,144,4.1,16.1,375.0,9,22.7,88.36,POTATO,RED LOAMY,KOLKATA,1.2692307692307692,5.217391304347825,SUMMER
93.0,MARCH,22.5,37.5,30,121,9.7,23.5,1.8,281,15.8,78.06,POTATO,RED LOAMY,KURNOOL,1.6666666666666667,1.2765957446808511,SPRING
185.7,APRIL,26.0,39.3,34,138,9.2,23.6,10.0,281,15.8,78.06,POTATO,RED LOAMY,KURNOOL,1.5115384615384615,1.4406779661016949,SPRING
246.4,MAY,27.2,40.0,37,225,8.3,22.2,44.4,281,15.8,78.06,POTATO,RED LOAMY,KURNOOL,1.4705882352941178,1.6666666666666667,SPRING
167.5,JUNE,25.0,35.6,54,354,5.8,18.3,71.6,281,15.8,78.06,POTATO,RED LOAMY,KURNOOL,1.4240000000000002,2.9508196721311473,SUMMER
16.4,JULY,23.8,32.5,64,363,4.4,16.2,96.0,281,15.8,78.06,POTATO,RED LOAMY,KURNOOL,1.365546218487395,3.9506172839506175,SUMMER
83.9,MARCH,16.0,32.0,35,192,8.0,19.2,5.0,431,26.91,75.78,POTATO,RED LOAMY,JAIPUR,2.0,1.8229166666666667,SPRING
221.7,APRIL,22.0,37.0,26,240,9.0,22.6,4.0,431,26.91,75.78,POTATO,RED LOAMY,JAIPUR,1.6818181818181819,1.1504424778761062,SPRING
325.6,MAY,26.0,41.0,27,288,9.0,23.4,18.0,431,26.91,75.78,POTATO,RED LOAMY,JAIPUR,1.5769230769230769,1.153846153846154,SPRING
216.4,JUNE,27.0,39.0,46,312,7.0,20.6,51.0,431,26.91,75.78,POTATO,RED LOAMY,JAIPUR,1.4444444444444444,2.233009708737864,SUMMER
0.1,JULY,25.0,34.0,73,264,5.0,17.5,213.0,431,26.91,75.78,POTATO,RED LOAMY,JAIPUR,1.36,4.171428571428572,SUMMER
89.1,MARCH,24.0,34.0,70,216,9.5,23.5,2.0,7,13.08,80.27,POTATO,RED LOAMY,CHENNAI,1.4166666666666667,2.978723404255319,SPRING
178.1,APRIL,26.0,36.0,70,264,9.7,24.5,10.0,7,13.08,80.27,POTATO,RED LOAMY,CHENNAI,1.3846153846153846,2.857142857142857,SPRING
235.1,MAY,27.0,39.0,63,312,9.0,23.2,32.0,7,13.08,80.27,POTATO,RED LOAMY,CHENNAI,1.4444444444444444,2.7155172413793105,SPRING
166.9,JUNE,27.0,38.0,61,312,6.8,19.6,56.0,7,13.08,80.27,POTATO,RED LOAMY,CHENNAI,1.4074074074074074,3.1122448979591835,SUMMER
14.9,JULY,26.0,36.0,64,288,6.0,18.4,111.0,7,13.08,80.27,POTATO,RED LOAMY,CHENNAI,1.3846153846153846,3.4782608695652177,SUMMER
